"Name","Geoid","pa_or_restart_cat"
"Fairview R-XI School District","2911850","Did not receive either PA or Restart Grant"
"Thornfield R-I School District","2923370","Did not receive either PA or Restart Grant"
"Taconic Hills Central School District","3628620","Received PA or Restart Grant"
"Clarksburg C-2 School District","2909090","Did not receive either PA or Restart Grant"
"Red Hook Central School District","3624240","Did not receive either PA or Restart Grant"
"High Point R-III School District","2921150","Did not receive either PA or Restart Grant"
"Cowgill R-VI School District","2910230","Did not receive either PA or Restart Grant"
"South Lewis Central School District","3627360","Did not receive either PA or Restart Grant"
"Mirabile C-1 School District","2921030","Did not receive either PA or Restart Grant"
"Union Free School District of the Tarrytowns","3628650","Did not receive either PA or Restart Grant"
"Kiryas Joel Village Union Free School District","3604758","Did not receive either PA or Restart Grant"
"Davis R-XII School District","2910470","Did not receive either PA or Restart Grant"
"Eldred Central School District","3610410","Received PA or Restart Grant"
"Leesville R-IX School District","2918330","Did not receive either PA or Restart Grant"
"Shawnee R-III School District","2928080","Did not receive either PA or Restart Grant"
"Eldred Central School District","3610410","Received PA or Restart Grant"
"North Wood R-IV School District","2910650","Did not receive either PA or Restart Grant"
"Altmar-Parish-Williamstown Central School District","3602820","Did not receive either PA or Restart Grant"
"Green Forest R-II School District","2913260","Did not receive either PA or Restart Grant"
"Oswego City School District","3622050","Did not receive either PA or Restart Grant"
"Corinth Central School District","3608370","Did not receive either PA or Restart Grant"
"Skyline R-II School District","2911010","Did not receive either PA or Restart Grant"
"Plainview R-VIII School District","2911040","Did not receive either PA or Restart Grant"
"Bath Central School District","3604050","Did not receive either PA or Restart Grant"
"Pettis County R-XII School District","2924690","Did not receive either PA or Restart Grant"
"Downsville Central School District","3609240","Received PA or Restart Grant"
"Clymer Central School District","3607890","Did not receive either PA or Restart Grant"
"Clymer Central School District","3607890","Did not receive either PA or Restart Grant"
"Roscoe C-1 School District","2926940","Did not receive either PA or Restart Grant"
"East Lynne 40 School District","2911160","Did not receive either PA or Restart Grant"
"South Kortright Central School District","3627330","Did not receive either PA or Restart Grant"
"Spring Bluff R-XV School District","2912450","Did not receive either PA or Restart Grant"
"Franklin County R-II School District","2912510","Did not receive either PA or Restart Grant"
"Westfield Central School District","3630990","Did not receive either PA or Restart Grant"
"Lonedell R-XIV School District","2919200","Did not receive either PA or Restart Grant"
"Morristown Central School District","3619890","Did not receive either PA or Restart Grant"
"Gasconade C-4 School District","2912720","Did not receive either PA or Restart Grant"
"Laclede County C-5 School District","2917000","Did not receive either PA or Restart Grant"
"Carmel Central School District","3606570","Did not receive either PA or Restart Grant"
"Spickard R-II School District","2928770","Did not receive either PA or Restart Grant"
"Sauquoit Valley Central School District","3600002","Received PA or Restart Grant"
"Holliday C-2 School District","2914520","Did not receive either PA or Restart Grant"
"Junction Hill C-12 School District","2915060","Did not receive either PA or Restart Grant"
"Hudson R-IX School District","2915240","Did not receive either PA or Restart Grant"
"Jefferson County R-VII School District","2916230","Did not receive either PA or Restart Grant"
"Holland Patent Central School District","3614580","Received PA or Restart Grant"
"Stockbridge Valley Central School District","3628140","Did not receive either PA or Restart Grant"
"Jefferson County R-VII School District","2916230","Did not receive either PA or Restart Grant"
"Brookfield Central School District","3605670","Received PA or Restart Grant"
"Sunrise R-IX School District","2929820","Did not receive either PA or Restart Grant"
"Swedeborg R-III School District","2929850","Did not receive either PA or Restart Grant"
"Kelso C-7 School District","2916470","Did not receive either PA or Restart Grant"
"Alexandria Central School District","3602670","Did not receive either PA or Restart Grant"
"Kirbyville R-VI School District","2916710","Did not receive either PA or Restart Grant"
"Kirbyville R-VI School District","2916710","Did not receive either PA or Restart Grant"
"Sackets Harbor Central School District","3614880","Did not receive either PA or Restart Grant"
"Pelham Union Free School District","3622680","Did not receive either PA or Restart Grant"
"Taneyville R-II School District","2929910","Did not receive either PA or Restart Grant"
"Somers Central School District","3627180","Did not receive either PA or Restart Grant"
"Manes R-V School District","2919950","Did not receive either PA or Restart Grant"
"Missouri City 56 School District","2921060","Did not receive either PA or Restart Grant"
"Valhalla Union Free School District","3629400","Did not receive either PA or Restart Grant"
"Pemiscot County R-III School District","2923790","Did not receive either PA or Restart Grant"
"Westhill Central School District","3607320","Did not receive either PA or Restart Grant"
"Pemiscot County R-III School District","2923790","Did not receive either PA or Restart Grant"
"Phelps County R-III School District","2925080","Did not receive either PA or Restart Grant"
"Honeoye Central School District","3614670","Did not receive either PA or Restart Grant"
"Liverpool Central School District","3617520","Did not receive either PA or Restart Grant"
"Success R-VI School District","2929730","Did not receive either PA or Restart Grant"
"Renick R-V School District","2926190","Did not receive either PA or Restart Grant"
"Ripley County R-III School District","2926550","Did not receive either PA or Restart Grant"
"Ripley County R-III School District","2926550","Did not receive either PA or Restart Grant"
"Chittenango Central School District","3607470","Received PA or Restart Grant"
"Brushton-Moira Central School District","3605820","Did not receive either PA or Restart Grant"
"Lyncourt Union Free School District","3617940","Did not receive either PA or Restart Grant"
"Ellicottville Central School District","3610530","Did not receive either PA or Restart Grant"
"Manchester-Shortsville Central School District","3624270","Did not receive either PA or Restart Grant"
"Shell Knob 78 School District","2928200","Did not receive either PA or Restart Grant"
"Deer Park Elementary School District","3008700","Did not receive either PA or Restart Grant"
